id,quantity,note,price,tax,time
6c48d4fd3ff96f52,89,8d788a2df63f,5.487757272223185,4.221084305328057,2024-06-09T00:16:30+02:00
6c48d4fd3ff96f52,50,21f71ca2ad,67.7129663100984,7.279512230228981,2024-06-07T01:53:44+02:00
585ea589-a390-4384-878a-47b68a66d76f,79,1826dc1f43,82.08691895086456,0.7681448909557544,2024-06-11T08:22:00+02:00
6f6296538222b9ab,66,dc,5.7209211794280295,4.146416364349766,2024-06-10T17:34:02+02:00
7f32ace2476a4efd,28,7ac8,57.20026527038482,6.347227702052544,2024-06-13T11:36:25+02:00
6b81310ce12abe26,18,,15.300744114296675,6.701898720860382,2024-06-11T14:29:09+02:00
6b3f7d41b5e6ae93,30,e78b3dd3,47.181306855020836,0.9372604932460395,2024-06-11T12:51:02+02:00
e11ed9c7-443c-4f10-8367-28824e0a3e0c,34,ec375a36f87032fc,6.229412327821104,6.913220755677009,2024-06-06T14:17:21+02:00
73a74e07-f2a3-4bd2-af36-025b56ee4bf9,44,0fad31,57.27100778819069,3.499528193858504,2024-06-10T03:27:01+02:00
6f6296538222b9ab,52,59fc34f0,24.486205254512324,8.457062641351499,2024-06-11T01:05:22+02:00
655f4da3-fc06-431f-aa0d-1c2d131050eb,17,0bc82743533b,32.290621082841845,1.6442808362655525,2024-06-12T21:26:22+02:00
545fed39-4794-43f8-b936-a9bffd7952c2,28,33,84.15618627117968,4.754804642936467,2024-06-12T14:04:18+02:00
e61f3a6a-6f32-4c62-9d62-4e31ae9fbb56,24,d1,56.69637175832229,8.27353624987265,2024-06-09T22:50:14+02:00
2049cb74-a413-4e0e-ba88-08edf86ad809,60,082ed7,69.95830075955259,8.344989840249676,2024-06-07T01:02:01+02:00
9c28f5b0-b6cf-4573-8adf-1752f4fbe175,53,cfc306d6c8d487d8,77.5195394760632,7.857169930678496,2024-06-06T07:08:04+02:00
6f6296538222b9ab,60,b262de9926ac13e9,46.00661041668231,0.6935152076005358,2024-06-08T10:23:37+02:00
fa0577eb-2c76-4828-ba9a-f8e3212b97b3,19,0d6997267c73a4,6.548271988241666,7.565695623486443,2024-06-02T22:29:28+02:00
6737dbefc48329a8,60,1c4206e2c718d876fe,36.61404764943571,4.176510294275311,2024-06-11T06:39:04+02:00
e11ed9c7-443c-4f10-8367-28824e0a3e0c,67,041d576885,34.5122032991862,8.452138886781004,2024-06-05T06:33:30+02:00
7c62bf0a9aa9a0f1,14,6f0549cefe39b0,19.06876198932111,1.3612410588447255,2024-06-03T19:28:37+02:00
7f32ace2476a4efd,35,9542c61920,9.220137077714945,7.619224632304471,2024-06-07T03:13:09+02:00
fa0577eb-2c76-4828-ba9a-f8e3212b97b3,79,33020b0f9d9770,12.672065023148047,0.6915498413248383,2024-06-05T13:41:34+02:00
efc20a90-4baa-4829-a73c-6d3b6d3c4597,16,3ff2b10217081a9055,65.31152923378166,5.140329489818775,2024-06-11T12:48:03+02:00
7f32ace2476a4efd,61,0db450,56.22342161853267,7.790357917066424,2024-06-06T12:26:55+02:00
31098d00-4085-48aa-afa8-e3cb321495f6,89,b6c45d192f23d48920,64.71983137955594,9.554733415604627,2024-06-06T06:04:10+02:00
