id,quantity,note,price,tax,time
9c28f5b0-b6cf-4573-8adf-1752f4fbe175,7,,56.15078515139024,1.6110212063371137,2024-06-04T14:03:47+02:00
fa0577eb-2c76-4828-ba9a-f8e3212b97b3,22,b1e84d,52.95851438407511,9.618729018617518,2024-06-13T16:38:12+02:00
064be193-da5e-4f56-951a-043d5730f25f,47,985dcde74b2bf2,50.01170125704034,0.1585052386030148,2024-06-04T10:50:49+02:00
73a74e07-f2a3-4bd2-af36-025b56ee4bf9,70,58b77ab3cd26a2622c,64.07535568998668,7.9353272707860345,2024-06-05T21:37:44+02:00
efc20a90-4baa-4829-a73c-6d3b6d3c4597,68,2d4dee1c3d1fc59e,11.397333430826068,2.2303490549175127,2024-06-05T19:38:50+02:00
6abaeba881109fc6,7,dd504358b4c386ba,72.00419093955016,8.751663042936649,2024-06-10T22:31:49+02:00
59999dd22083534b,43,b25542e2,92.40548211760482,9.380943155970607,2024-06-12T11:50:12+02:00
59999dd22083534b,49,54ff479dbb7c50,32.02747425735025,7.9634933479421,2024-06-02T15:37:08+02:00
655f4da3-fc06-431f-aa0d-1c2d131050eb,25,,21.84594142837664,9.588289581981664,2024-06-05T02:11:53+02:00
9f482c2c-252f-496e-93a1-7eaa6df7460d,55,48,35.834255097762394,2.74608835058924,2024-06-02T17:11:36+02:00
6c48d4fd3ff96f52,86,1c4cd39fa4d5e769,92.39080571983718,0.6014862350298289,2024-06-04T07:30:01+02:00
641bd68a0ef10426,74,e2deec3364,10.96217736473396,9.770479352634753,2024-06-02T17:28:17+02:00
641bd68a0ef10426,4,,95.97812023399605,9.37567129733639,2024-06-09T03:14:29+02:00
466b71e3-6ace-468e-9c72-ef2abafc503d,83,227a68aa40dc,25.59388101266753,8.34126635006207,2024-06-02T22:09:20+02:00
99d05b65-6fdb-48c4-81d2-69402e365402,93,d2c4f603d004,22.130847656689074,3.296345228022955,2024-06-03T12:41:23+02:00
31098d00-4085-48aa-afa8-e3cb321495f6,17,,68.90267528659044,6.568418592406044,2024-06-02T11:29:25+02:00
c2c6fdc0-eb77-4fbe-834a-95880fa8b173,85,a5c095de,4.788434921028051,3.1679125175471627,2024-06-06T03:11:28+02:00
9f482c2c-252f-496e-93a1-7eaa6df7460d,54,b0311cf5613a,73.11698723411799,8.575843106058214,2024-06-07T15:06:31+02:00
2049cb74-a413-4e0e-ba88-08edf86ad809,62,78,87.59227939294438,0.9702940390333255,2024-06-04T16:05:34+02:00
d40c0d66-56e4-4c08-949e-55179edf666c,31,,11.148693612003605,3.565206462923059,2024-06-06T16:20:24+02:00
