id,quantity,note,price,tax,time
9f482c2c-252f-496e-93a1-7eaa6df7460d,12,f11cf2,61.07000521767235,9.681331897466467,2024-06-10T16:29:31+02:00
7ea3c0fe-e7cb-4e52-a388-8d624c252430,20,c286,27.57153367380958,6.29579445742433,2024-06-10T11:17:15+02:00
545fed39-4794-43f8-b936-a9bffd7952c2,68,9822f8313503,44.4821116802136,9.700601949951931,2024-06-13T12:37:45+02:00
641bd68a0ef10426,77,,42.09935991715586,0.9202889575001834,2024-06-12T12:05:44+02:00
3fef917c-cd95-48f7-9cb0-20bd86115c45,12,2ff8b521249113,19.43114313725622,4.179066017542807,2024-06-13T15:52:40+02:00
1a5187df-f227-4353-97be-718b1c7b2f9c,51,5907590790,59.67073671717477,4.903544751010644,2024-06-06T21:03:36+02:00
641bd68a0ef10426,72,04073c,19.477708125989494,0.7020553029906851,2024-06-03T14:58:55+02:00
31098d00-4085-48aa-afa8-e3cb321495f6,82,4cf1cb03b85a55dd,75.09853863301618,9.79308203227656,2024-06-04T02:25:39+02:00
99d05b65-6fdb-48c4-81d2-69402e365402,79,ee7672dec8a1df10,96.35485647840112,7.008048282338607,2024-06-03T03:32:32+02:00
73a74e07-f2a3-4bd2-af36-025b56ee4bf9,97,f72274d184a8a9bee7,61.40296765568885,5.08610070479668,2024-06-11T03:52:50+02:00
585ea589-a390-4384-878a-47b68a66d76f,31,a78bcb27dd82854c,56.20217008111176,3.730213413490939,2024-06-08T08:47:27+02:00
545fed39-4794-43f8-b936-a9bffd7952c2,85,17e611bd9d,32.75553199362952,2.118053253916275,2024-06-13T06:09:37+02:00
e11ed9c7-443c-4f10-8367-28824e0a3e0c,41,4a0e,1.8947948007974624,5.592716476285764,2024-06-10T17:07:46+02:00
e11ed9c7-443c-4f10-8367-28824e0a3e0c,64,e424,60.714655298162334,3.949173608335464,2024-06-08T06:20:55+02:00
6c48d4fd3ff96f52,70,d672fcaa1c,23.31495573860153,4.214888220332097,2024-06-02T22:29:25+02:00
6f6296538222b9ab,34,c3,74.3153175409524,3.86223428228576,2024-06-10T12:32:34+02:00
76ba07e51cdead3f,81,c8efd5f8,31.998134113030037,5.992800878927302,2024-06-03T09:28:10+02:00
