id,quantity,note,price,tax,time
57b803af-bcfc-48da-9052-c28c068f8edd,52,7b9b7f1acef6799942,92.62790834126345,6.2180044504051,2024-06-12T21:51:01+02:00
641bd68a0ef10426,38,a0,97.87409271907369,6.80536900249505,2024-06-13T15:12:13+02:00
2049cb74-a413-4e0e-ba88-08edf86ad809,79,088d276379,46.2566259784266,4.017140633771991,2024-06-13T09:31:27+02:00
585ea589-a390-4384-878a-47b68a66d76f,62,6481fa848aab,93.67625214824974,8.101442220530595,2024-06-05T11:14:19+02:00
641bd68a0ef10426,29,18a28041,11.095760147413317,6.566902878636704,2024-06-06T12:04:31+02:00
fa0577eb-2c76-4828-ba9a-f8e3212b97b3,93,956144554df7,60.93188167375463,3.9040543574836177,2024-06-08T09:13:33+02:00
31098d00-4085-48aa-afa8-e3cb321495f6,23,7a2e64,77.99828924590383,3.1031630848575427,2024-06-09T08:40:59+02:00
99d05b65-6fdb-48c4-81d2-69402e365402,33,7ff39e,9.348975294428266,2.507135523442081,2024-06-12T17:51:26+02:00
9c28f5b0-b6cf-4573-8adf-1752f4fbe175,44,f6fda93239ebaf,16.104208631794283,0.4222856329108525,2024-06-04T18:15:53+02:00
6b81310ce12abe26,69,e23ec18dd4e3,69.50456394718745,2.8143662191298375,2024-06-12T09:43:54+02:00
53004cce-9f7b-4b56-9744-cd76283b84d4,86,44cec36bacdd020f,23.16784377878591,4.917502334829544,2024-06-08T02:07:09+02:00
68a5b6fdf768ea57,89,5fbb4e,38.86586130692678,6.615467846642831,2024-06-06T12:18:33+02:00
31098d00-4085-48aa-afa8-e3cb321495f6,56,fe675e32,10.252109598793712,5.692447151291258,2024-06-02T18:34:06+02:00
59999dd22083534b,19,0d7e068e5d56cb,58.682505997498616,8.16199579206251,2024-06-08T16:38:41+02:00
62342e1bebe482e3,17,416f,86.24797698607179,2.98104192989965,2024-06-07T19:04:42+02:00
6737dbefc48329a8,33,1fe511e6,84.99516284960528,1.4747456987340914,2024-06-03T01:33:27+02:00
6c48d4fd3ff96f52,66,f850ec2b,6.292035739736648,4.402406692973065,2024-06-11T11:44:54+02:00
6b81310ce12abe26,41,2db5b613af47742503,86.35022143683678,6.47101079493992,2024-06-04T17:22:09+02:00
6abaeba881109fc6,7,39,31.832691291404096,8.31436793976832,2024-06-04T03:12:24+02:00
f3aa6846-05e2-4257-9afa-2992aa3928ce,58,7a14cf39,78.5053591206029,7.399487209870811,2024-06-12T02:51:15+02:00
36efab06-a0b8-452a-abcb-8f9e7a93015e,3,e4300d00,70.26928384706588,4.880754913227988,2024-06-08T20:01:37+02:00
76ba07e51cdead3f,84,,7.0806809396763954,4.491063377279756,2024-06-12T21:42:36+02:00
7ea3c0fe-e7cb-4e52-a388-8d624c252430,99,953221,50.27739210536275,3.834155261390557,2024-06-08T10:25:02+02:00
31098d00-4085-48aa-afa8-e3cb321495f6,40,0e8f17134113,93.06983055497858,9.317890846505533,2024-06-12T11:12:10+02:00
6737dbefc48329a8,82,bda2af99125b,26.39320023287432,5.091224826028541,2024-06-09T09:03:00+02:00
641bd68a0ef10426,58,,68.88441855613834,2.7630069823569174,2024-06-12T19:55:36+02:00
9f482c2c-252f-496e-93a1-7eaa6df7460d,82,b870db4d50021bd9,80.62405395865858,1.3660621417367764,2024-06-02T03:26:21+02:00
6f989653-87b4-49b3-b4b2-cc30cffecad4,62,16229e512e669981,35.71210693013939,5.478608079793336,2024-06-02T09:07:45+02:00
6b81310ce12abe26,99,b16ac6d04daf,97.564308061762,4.648937000949601,2024-06-06T03:35:58+02:00
7c6b174644c6ec4f,79,34d14a4d51,42.26443945894984,6.983004002538,2024-06-07T22:40:52+02:00
1a5187df-f227-4353-97be-718b1c7b2f9c,49,56172a38f130bd26f3,42.00809868160731,6.5173008774670995,2024-06-03T06:09:36+02:00
9c28f5b0-b6cf-4573-8adf-1752f4fbe175,34,,68.05738884613619,0.35276323713465835,2024-06-12T14:37:28+02:00
68a5b6fdf768ea57,0,5df33642d43d621d10,54.98635301205965,2.5528226651141477,2024-06-08T09:16:38+02:00
545fed39-4794-43f8-b936-a9bffd7952c2,11,7c798691856c5a,3.4415251718881783,2.5099554675656948,2024-06-06T02:36:32+02:00
7c6b174644c6ec4f,19,180ebd11faa7a4,84.57629218790603,6.452519330851633,2024-06-02T12:54:08+02:00
585ea589-a390-4384-878a-47b68a66d76f,82,23,72.5017725834407,8.614739177520761,2024-06-04T20:18:14+02:00
585ea589-a390-4384-878a-47b68a66d76f,61,e7,68.9300263843672,5.079923242887805,2024-06-06T11:33:44+02:00
31098d00-4085-48aa-afa8-e3cb321495f6,78,a0ae2ab561ae,57.24161013028968,8.620215800267363,2024-06-05T20:32:36+02:00
2049cb74-a413-4e0e-ba88-08edf86ad809,11,d815b0a3b56916c7fa,47.011675441579534,8.79619704898316,2024-06-05T18:10:44+02:00
62342e1bebe482e3,11,49225e93a1ff55f0,20.202230498705653,5.670653863444349,2024-06-11T20:54:54+02:00
fa0577eb-2c76-4828-ba9a-f8e3212b97b3,51,e85d228d0371,64.33310184527133,4.213404909091709,2024-06-11T01:42:48+02:00
befbcb3e-a791-4488-8fb0-9972278aca80,33,9c4f13fd05d8,5.362764959947569,4.195459237142864,2024-06-08T03:08:42+02:00
641bd68a0ef10426,56,775263f02579d2,41.30105594531506,0.6385943051441277,2024-06-02T21:23:33+02:00
99d05b65-6fdb-48c4-81d2-69402e365402,35,49484fda58cd89,59.278910762105255,7.451783533618565,2024-06-04T10:36:26+02:00
